id,year_month,healthboard,department_type,attendance_greater8hrs,attendance_greater12hrs,diff_between_target_met_agg,diff_between_target_met_ep
5850,2012 Mar,NHS Highland,Minor Injury Unit or Other,NA,NA,3,NA
5851,2012 Mar,NHS Highland,Emergency Department,0,0,2,2
5852,2012 Mar,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
5853,2012 Mar,NHS Highland,Emergency Department,3,0,71,71
5854,2012 Mar,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
5855,2012 Mar,NHS Highland,Minor Injury Unit or Other,NA,NA,1,NA
5856,2012 Mar,NHS Highland,Emergency Department,2,0,16,16
5857,2012 Mar,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
5858,2012 Mar,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
5859,2012 Mar,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
5860,2012 Mar,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
5861,2012 Mar,NHS Highland,Minor Injury Unit or Other,NA,NA,3,NA
5862,2012 Mar,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
5863,2012 Mar,NHS Lanarkshire,Emergency Department,9,0,271,271
5864,2012 Mar,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
5865,2012 Mar,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
5866,2012 Mar,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
5867,2012 Mar,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
5868,2012 Mar,NHS Lanarkshire,Emergency Department,38,7,227,227
5869,2012 Mar,NHS Lanarkshire,Emergency Department,38,7,227,227
5870,2012 Mar,NHS Lanarkshire,Emergency Department,6,0,226,226
5871,2012 Mar,NHS Lothian,Minor Injury Unit or Other,NA,NA,0,NA
5872,2012 Mar,NHS Lothian,Minor Injury Unit or Other,NA,NA,0,NA
5873,2012 Mar,NHS Lothian,Minor Injury Unit or Other,11,0,203,203
5874,2012 Mar,NHS Lothian,Emergency Department,26,4,307,307
5875,2012 Mar,NHS Lothian,Emergency Department,97,8,932,932
5876,2012 Mar,NHS Lothian,Emergency Department,0,0,56,56
5877,2012 Mar,NHS Orkney,Minor Injury Unit or Other,1,0,1,1
5878,2012 Mar,NHS Shetland,Emergency Department,0,0,1,1
5879,2012 Mar,NHS Tayside,Emergency Department,0,0,62,62
5880,2012 Mar,NHS Tayside,Emergency Department,0,0,62,62
5881,2012 Mar,NHS Tayside,Emergency Department,0,0,28,28
5882,2012 Mar,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
5883,2012 Mar,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
5884,2012 Mar,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
5885,2012 Mar,NHS Tayside,Minor Injury Unit or Other,0,0,3,3
5886,2012 Mar,NHS Tayside,Minor Injury Unit or Other,0,0,3,3
5887,2012 Mar,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
5888,2012 Mar,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
5889,2012 Mar,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
5890,2012 Mar,NHS Tayside,Minor Injury Unit or Other,0,0,1,1
5891,2012 Mar,NHS Tayside,Minor Injury Unit or Other,0,0,1,1
5892,2012 Mar,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
5893,2012 Mar,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
5894,2012 Mar,NHS Western Isles,Minor Injury Unit or Other,NA,NA,0,NA
5895,2012 Mar,NHS Western Isles,Emergency Department,0,0,17,17
5896,2012 Mar,NHS Western Isles,Minor Injury Unit or Other,NA,NA,0,NA
5897,2012 Apr,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
5898,2012 Apr,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
5899,2012 Apr,NHS Ayrshire and Arran,Emergency Department,18,2,299,299
5900,2012 Apr,NHS Ayrshire and Arran,Emergency Department,32,6,356,356
5901,2012 Apr,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
5902,2012 Apr,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
5903,2012 Apr,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
5904,2012 Apr,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
5905,2012 Apr,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
5906,2012 Apr,NHS Borders,Emergency Department,11,0,153,153
5907,2012 Apr,NHS Dumfries and Galloway,Minor Injury Unit or Other,NA,NA,0,NA
5908,2012 Apr,NHS Dumfries and Galloway,Minor Injury Unit or Other,NA,NA,0,NA
5909,2012 Apr,NHS Dumfries and Galloway,Minor Injury Unit or Other,NA,NA,0,NA
5910,2012 Apr,NHS Dumfries and Galloway,Minor Injury Unit or Other,0,0,0,0
5911,2012 Apr,NHS Dumfries and Galloway,Emergency Department,4,0,35,35
5912,2012 Apr,NHS Dumfries and Galloway,Emergency Department,2,0,267,267
5913,2012 Apr,NHS Fife,Emergency Department,81,12,545,545
5914,2012 Apr,NHS Fife,Minor Injury Unit or Other,NA,NA,0,NA
5915,2012 Apr,NHS Fife,Minor Injury Unit or Other,NA,NA,0,NA
5916,2012 Apr,NHS Fife,Minor Injury Unit or Other,0,0,12,12
5917,2012 Apr,NHS Forth Valley,Minor Injury Unit or Other,1,0,1,1
5918,2012 Apr,NHS Forth Valley,Emergency Department,14,0,415,415
5919,2012 Apr,NHS Grampian,Emergency Department,57,5,380,380
5920,2012 Apr,NHS Grampian,Emergency Department,0,0,14,14
5921,2012 Apr,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
5922,2012 Apr,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
5923,2012 Apr,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
5924,2012 Apr,NHS Grampian,Minor Injury Unit or Other,NA,NA,1,NA
5925,2012 Apr,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
5926,2012 Apr,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
5927,2012 Apr,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
5928,2012 Apr,NHS Grampian,Minor Injury Unit or Other,NA,NA,2,NA
5929,2012 Apr,NHS Grampian,Emergency Department,5,2,64,64
5930,2012 Apr,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
5931,2012 Apr,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
5932,2012 Apr,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
5933,2012 Apr,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
5934,2012 Apr,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
5935,2012 Apr,NHS Grampian,Minor Injury Unit or Other,0,0,0,0
5936,2012 Apr,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,3,0,56,56
5937,2012 Apr,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,3,0,56,56
5938,2012 Apr,NHS Greater Glasgow and Clyde,Emergency Department,7,0,98,98
5939,2012 Apr,NHS Greater Glasgow and Clyde,Emergency Department,7,0,98,98
5940,2012 Apr,NHS Greater Glasgow and Clyde,Emergency Department,6,0,391,391
5941,2012 Apr,NHS Greater Glasgow and Clyde,Emergency Department,6,0,391,391
5942,2012 Apr,NHS Greater Glasgow and Clyde,Emergency Department,2,0,286,286
5943,2012 Apr,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,2,2
5944,2012 Apr,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,0,0
5945,2012 Apr,NHS Greater Glasgow and Clyde,Emergency Department,26,1,557,557
5946,2012 Apr,NHS Greater Glasgow and Clyde,Emergency Department,3,0,287,287
5947,2012 Apr,NHS Greater Glasgow and Clyde,Emergency Department,1,0,173,173
5948,2012 Apr,NHS Greater Glasgow and Clyde,Emergency Department,60,0,547,547
5949,2012 Apr,NHS Highland,Minor Injury Unit or Other,NA,NA,6,NA
5950,2012 Apr,NHS Highland,Minor Injury Unit or Other,NA,NA,2,NA
5951,2012 Apr,NHS Highland,Minor Injury Unit or Other,NA,NA,10,NA
5952,2012 Apr,NHS Highland,Minor Injury Unit or Other,NA,NA,1,NA
5953,2012 Apr,NHS Highland,Emergency Department,0,0,9,9
5954,2012 Apr,NHS Highland,Minor Injury Unit or Other,NA,NA,21,NA
5955,2012 Apr,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
5956,2012 Apr,NHS Highland,Emergency Department,0,0,10,10
5957,2012 Apr,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
5958,2012 Apr,NHS Highland,Emergency Department,1,0,83,83
5959,2012 Apr,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
5960,2012 Apr,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
5961,2012 Apr,NHS Highland,Emergency Department,1,0,22,22
5962,2012 Apr,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
5963,2012 Apr,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
5964,2012 Apr,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
5965,2012 Apr,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
5966,2012 Apr,NHS Highland,Minor Injury Unit or Other,NA,NA,2,NA
5967,2012 Apr,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
5968,2012 Apr,NHS Lanarkshire,Emergency Department,4,0,213,213
5969,2012 Apr,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
5970,2012 Apr,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
5971,2012 Apr,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
5972,2012 Apr,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
5973,2012 Apr,NHS Lanarkshire,Emergency Department,50,12,277,277
5974,2012 Apr,NHS Lanarkshire,Emergency Department,50,12,277,277
5975,2012 Apr,NHS Lanarkshire,Emergency Department,23,4,337,337
5976,2012 Apr,NHS Lothian,Minor Injury Unit or Other,NA,NA,0,NA
5977,2012 Apr,NHS Lothian,Minor Injury Unit or Other,NA,NA,0,NA
5978,2012 Apr,NHS Lothian,Minor Injury Unit or Other,33,2,330,330
5979,2012 Apr,NHS Lothian,Emergency Department,52,23,325,325
5980,2012 Apr,NHS Lothian,Emergency Department,140,26,1143,1143
5981,2012 Apr,NHS Lothian,Emergency Department,0,0,66,66
5982,2012 Apr,NHS Orkney,Minor Injury Unit or Other,0,0,1,1
5983,2012 Apr,NHS Shetland,Emergency Department,0,0,3,3
5984,2012 Apr,NHS Tayside,Emergency Department,1,1,61,61
5985,2012 Apr,NHS Tayside,Emergency Department,1,1,61,61
5986,2012 Apr,NHS Tayside,Emergency Department,5,0,31,31
5987,2012 Apr,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
5988,2012 Apr,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
5989,2012 Apr,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
5990,2012 Apr,NHS Tayside,Minor Injury Unit or Other,0,0,2,2
5991,2012 Apr,NHS Tayside,Minor Injury Unit or Other,0,0,2,2
5992,2012 Apr,NHS Tayside,Minor Injury Unit or Other,0,0,1,1
5993,2012 Apr,NHS Tayside,Minor Injury Unit or Other,0,0,1,1
5994,2012 Apr,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
5995,2012 Apr,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
5996,2012 Apr,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
5997,2012 Apr,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
5998,2012 Apr,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
5999,2012 Apr,NHS Western Isles,Minor Injury Unit or Other,NA,NA,0,NA
6000,2012 Apr,NHS Western Isles,Emergency Department,1,0,16,16
6001,2012 Apr,NHS Western Isles,Minor Injury Unit or Other,NA,NA,0,NA
6002,2012 May,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
6003,2012 May,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
6004,2012 May,NHS Ayrshire and Arran,Emergency Department,13,1,614,614
6005,2012 May,NHS Ayrshire and Arran,Emergency Department,16,3,444,444
6006,2012 May,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
6007,2012 May,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
6008,2012 May,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
6009,2012 May,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
6010,2012 May,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
6011,2012 May,NHS Borders,Emergency Department,0,0,61,61
6012,2012 May,NHS Dumfries and Galloway,Minor Injury Unit or Other,NA,NA,0,NA
6013,2012 May,NHS Dumfries and Galloway,Minor Injury Unit or Other,NA,NA,0,NA
6014,2012 May,NHS Dumfries and Galloway,Minor Injury Unit or Other,NA,NA,0,NA
6015,2012 May,NHS Dumfries and Galloway,Minor Injury Unit or Other,0,0,0,0
6016,2012 May,NHS Dumfries and Galloway,Emergency Department,0,0,19,19
6017,2012 May,NHS Dumfries and Galloway,Emergency Department,3,0,255,255
6018,2012 May,NHS Fife,Emergency Department,38,1,285,285
6019,2012 May,NHS Fife,Minor Injury Unit or Other,NA,NA,0,NA
6020,2012 May,NHS Fife,Minor Injury Unit or Other,NA,NA,0,NA
6021,2012 May,NHS Fife,Minor Injury Unit or Other,0,0,5,5
6022,2012 May,NHS Forth Valley,Minor Injury Unit or Other,0,0,5,5
6023,2012 May,NHS Forth Valley,Emergency Department,27,0,509,509
6024,2012 May,NHS Grampian,Emergency Department,23,4,318,318
6025,2012 May,NHS Grampian,Emergency Department,0,0,20,20
6026,2012 May,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
6027,2012 May,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
6028,2012 May,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
6029,2012 May,NHS Grampian,Minor Injury Unit or Other,NA,NA,2,NA
6030,2012 May,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
6031,2012 May,NHS Grampian,Minor Injury Unit or Other,NA,NA,1,NA
6032,2012 May,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
6033,2012 May,NHS Grampian,Minor Injury Unit or Other,NA,NA,2,NA
6034,2012 May,NHS Grampian,Emergency Department,3,1,83,83
6035,2012 May,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
6036,2012 May,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
6037,2012 May,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
6038,2012 May,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
6039,2012 May,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
6040,2012 May,NHS Grampian,Minor Injury Unit or Other,0,0,0,0
6041,2012 May,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,41,41
6042,2012 May,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,41,41
6043,2012 May,NHS Greater Glasgow and Clyde,Emergency Department,0,0,139,139
6044,2012 May,NHS Greater Glasgow and Clyde,Emergency Department,0,0,139,139
6045,2012 May,NHS Greater Glasgow and Clyde,Emergency Department,27,0,481,481
6046,2012 May,NHS Greater Glasgow and Clyde,Emergency Department,27,0,481,481
6047,2012 May,NHS Greater Glasgow and Clyde,Emergency Department,3,0,292,292
6048,2012 May,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,0,0
6049,2012 May,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,0,0
6050,2012 May,NHS Greater Glasgow and Clyde,Emergency Department,35,0,484,484
6051,2012 May,NHS Greater Glasgow and Clyde,Emergency Department,2,0,268,268
6052,2012 May,NHS Greater Glasgow and Clyde,Emergency Department,4,1,248,248
6053,2012 May,NHS Greater Glasgow and Clyde,Emergency Department,27,1,487,487
6054,2012 May,NHS Highland,Minor Injury Unit or Other,NA,NA,5,NA
6055,2012 May,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
6056,2012 May,NHS Highland,Minor Injury Unit or Other,NA,NA,13,NA
6057,2012 May,NHS Highland,Minor Injury Unit or Other,NA,NA,1,NA
6058,2012 May,NHS Highland,Emergency Department,0,0,12,12
6059,2012 May,NHS Highland,Minor Injury Unit or Other,NA,NA,12,NA
6060,2012 May,NHS Highland,Minor Injury Unit or Other,NA,NA,3,NA
6061,2012 May,NHS Highland,Emergency Department,0,0,8,8
6062,2012 May,NHS Highland,Minor Injury Unit or Other,NA,NA,1,NA
6063,2012 May,NHS Highland,Emergency Department,4,0,133,133
6064,2012 May,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
6065,2012 May,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
6066,2012 May,NHS Highland,Emergency Department,1,0,17,17
6067,2012 May,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
6068,2012 May,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
6069,2012 May,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
6070,2012 May,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
6071,2012 May,NHS Highland,Minor Injury Unit or Other,NA,NA,8,NA
6072,2012 May,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
6073,2012 May,NHS Lanarkshire,Emergency Department,4,0,283,283
6074,2012 May,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
6075,2012 May,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
6076,2012 May,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
6077,2012 May,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
6078,2012 May,NHS Lanarkshire,Emergency Department,70,32,351,351
6079,2012 May,NHS Lanarkshire,Emergency Department,70,32,351,351
6080,2012 May,NHS Lanarkshire,Emergency Department,5,0,244,244
6081,2012 May,NHS Lothian,Minor Injury Unit or Other,NA,NA,0,NA
6082,2012 May,NHS Lothian,Minor Injury Unit or Other,NA,NA,0,NA
6083,2012 May,NHS Lothian,Minor Injury Unit or Other,9,0,208,208
6084,2012 May,NHS Lothian,Emergency Department,15,3,286,286
6085,2012 May,NHS Lothian,Emergency Department,126,18,1040,1040
6086,2012 May,NHS Lothian,Emergency Department,0,0,29,29
6087,2012 May,NHS Orkney,Minor Injury Unit or Other,1,0,5,5
6088,2012 May,NHS Shetland,Emergency Department,0,0,5,5
6089,2012 May,NHS Tayside,Emergency Department,1,0,92,92
6090,2012 May,NHS Tayside,Emergency Department,1,0,92,92
6091,2012 May,NHS Tayside,Emergency Department,1,0,77,77
6092,2012 May,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
6093,2012 May,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
6094,2012 May,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
6095,2012 May,NHS Tayside,Minor Injury Unit or Other,0,0,1,1
6096,2012 May,NHS Tayside,Minor Injury Unit or Other,0,0,1,1
6097,2012 May,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
6098,2012 May,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
6099,2012 May,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
6100,2012 May,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
6101,2012 May,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
6102,2012 May,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
6103,2012 May,NHS Tayside,Minor Injury Unit or Other,0,0,0,0
6104,2012 May,NHS Western Isles,Minor Injury Unit or Other,NA,NA,0,NA
6105,2012 May,NHS Western Isles,Emergency Department,1,0,9,9
6106,2012 May,NHS Western Isles,Minor Injury Unit or Other,NA,NA,0,NA
6107,2012 Jun,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
6108,2012 Jun,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
6109,2012 Jun,NHS Ayrshire and Arran,Emergency Department,17,0,345,345
6110,2012 Jun,NHS Ayrshire and Arran,Emergency Department,21,10,355,355
6111,2012 Jun,NHS Ayrshire and Arran,Minor Injury Unit or Other,NA,NA,0,NA
6112,2012 Jun,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
6113,2012 Jun,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
6114,2012 Jun,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
6115,2012 Jun,NHS Borders,Minor Injury Unit or Other,NA,NA,0,NA
6116,2012 Jun,NHS Borders,Emergency Department,0,0,24,24
6117,2012 Jun,NHS Dumfries and Galloway,Minor Injury Unit or Other,NA,NA,0,NA
6118,2012 Jun,NHS Dumfries and Galloway,Minor Injury Unit or Other,NA,NA,0,NA
6119,2012 Jun,NHS Dumfries and Galloway,Minor Injury Unit or Other,NA,NA,0,NA
6120,2012 Jun,NHS Dumfries and Galloway,Minor Injury Unit or Other,0,0,0,0
6121,2012 Jun,NHS Dumfries and Galloway,Emergency Department,1,0,25,25
6122,2012 Jun,NHS Dumfries and Galloway,Emergency Department,3,0,165,165
6123,2012 Jun,NHS Fife,Emergency Department,64,7,318,318
6124,2012 Jun,NHS Fife,Minor Injury Unit or Other,NA,NA,0,NA
6125,2012 Jun,NHS Fife,Minor Injury Unit or Other,NA,NA,1,NA
6126,2012 Jun,NHS Fife,Minor Injury Unit or Other,0,0,2,2
6127,2012 Jun,NHS Forth Valley,Minor Injury Unit or Other,0,0,0,0
6128,2012 Jun,NHS Forth Valley,Emergency Department,7,0,251,251
6129,2012 Jun,NHS Grampian,Emergency Department,33,1,253,253
6130,2012 Jun,NHS Grampian,Emergency Department,0,0,12,12
6131,2012 Jun,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
6132,2012 Jun,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
6133,2012 Jun,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
6134,2012 Jun,NHS Grampian,Minor Injury Unit or Other,NA,NA,3,NA
6135,2012 Jun,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
6136,2012 Jun,NHS Grampian,Minor Injury Unit or Other,NA,NA,3,NA
6137,2012 Jun,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
6138,2012 Jun,NHS Grampian,Minor Injury Unit or Other,NA,NA,1,NA
6139,2012 Jun,NHS Grampian,Emergency Department,3,0,67,67
6140,2012 Jun,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
6141,2012 Jun,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
6142,2012 Jun,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
6143,2012 Jun,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
6144,2012 Jun,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
6145,2012 Jun,NHS Grampian,Minor Injury Unit or Other,NA,NA,0,NA
6146,2012 Jun,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,37,37
6147,2012 Jun,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,37,37
6148,2012 Jun,NHS Greater Glasgow and Clyde,Emergency Department,1,0,71,71
6149,2012 Jun,NHS Greater Glasgow and Clyde,Emergency Department,1,0,71,71
6150,2012 Jun,NHS Greater Glasgow and Clyde,Emergency Department,22,0,704,704
6151,2012 Jun,NHS Greater Glasgow and Clyde,Emergency Department,22,0,704,704
6152,2012 Jun,NHS Greater Glasgow and Clyde,Emergency Department,2,0,205,205
6153,2012 Jun,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,1,1
6154,2012 Jun,NHS Greater Glasgow and Clyde,Minor Injury Unit or Other,0,0,0,0
6155,2012 Jun,NHS Greater Glasgow and Clyde,Emergency Department,4,0,372,372
6156,2012 Jun,NHS Greater Glasgow and Clyde,Emergency Department,3,1,239,239
6157,2012 Jun,NHS Greater Glasgow and Clyde,Emergency Department,1,0,107,107
6158,2012 Jun,NHS Greater Glasgow and Clyde,Emergency Department,24,0,411,411
6159,2012 Jun,NHS Highland,Minor Injury Unit or Other,NA,NA,4,NA
6160,2012 Jun,NHS Highland,Minor Injury Unit or Other,NA,NA,3,NA
6161,2012 Jun,NHS Highland,Minor Injury Unit or Other,NA,NA,12,NA
6162,2012 Jun,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
6163,2012 Jun,NHS Highland,Emergency Department,1,0,8,8
6164,2012 Jun,NHS Highland,Minor Injury Unit or Other,NA,NA,13,NA
6165,2012 Jun,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
6166,2012 Jun,NHS Highland,Emergency Department,1,0,7,7
6167,2012 Jun,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
6168,2012 Jun,NHS Highland,Emergency Department,3,1,93,93
6169,2012 Jun,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
6170,2012 Jun,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
6171,2012 Jun,NHS Highland,Emergency Department,1,0,10,10
6172,2012 Jun,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
6173,2012 Jun,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
6174,2012 Jun,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
6175,2012 Jun,NHS Highland,Minor Injury Unit or Other,NA,NA,0,NA
6176,2012 Jun,NHS Highland,Minor Injury Unit or Other,NA,NA,7,NA
6177,2012 Jun,NHS Highland,Minor Injury Unit or Other,NA,NA,1,NA
6178,2012 Jun,NHS Lanarkshire,Emergency Department,6,0,272,272
6179,2012 Jun,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
6180,2012 Jun,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
6181,2012 Jun,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
6182,2012 Jun,NHS Lanarkshire,Minor Injury Unit or Other,NA,NA,0,NA
6183,2012 Jun,NHS Lanarkshire,Emergency Department,54,18,264,264
6184,2012 Jun,NHS Lanarkshire,Emergency Department,54,18,264,264
6185,2012 Jun,NHS Lanarkshire,Emergency Department,16,0,320,320
