year_month,year,month,country,treatment_location,healthboard,hscp_name,location_name,department_type,number_of_attendances_aggregate,number_of_attendances_episode,number_meeting_target_aggregate,number_meeting_target_episode,discharge_destination_admission_to_same,discharge_destination_other_specialty,discharge_destination_residence,discharge_destination_transfer,discharge_destination_unknown,attendance_greater8hrs,attendance_greater12hrs,x_coordinate,y_coordinate,percent_target_met,percent_target_met_ep
2011-04,2011,April,Scotland,H208H,NHS Highland,Highland,Nairn Town and County Hospital,Minor Injury Unit or Other,340,NA,340,NA,NA,NA,NA,NA,NA,NA,NA,288120,855775,1,NA
2011-04,2011,April,Scotland,H210H,NHS Highland,Highland,Ian Charles Community Hospital,Minor Injury Unit or Other,88,NA,88,NA,NA,NA,NA,NA,NA,NA,NA,303534,828518,1,NA
2011-04,2011,April,Scotland,H212H,NHS Highland,Highland,Belford Hospital,Emergency Department,776,776,761,761,0,0,13,0,763,0,0,210613,774069,0.9806701030927835,0.9806701030927835
2011-04,2011,April,Scotland,H214H,NHS Highland,Highland,Mackinnon Memorial Hospital,Minor Injury Unit or Other,406,NA,406,NA,NA,NA,NA,NA,NA,NA,NA,164000,823875,1,NA
2011-04,2011,April,Scotland,H215H,NHS Highland,Highland,Portree Hospital,Minor Injury Unit or Other,293,NA,293,NA,NA,NA,NA,NA,NA,NA,NA,148283,843314,1,NA
2011-04,2011,April,Scotland,H217H,NHS Highland,Highland,Ross Memorial Hospital,Minor Injury Unit or Other,142,NA,142,NA,NA,NA,NA,NA,NA,NA,NA,255614,858620,1,NA
2011-04,2011,April,Scotland,H219H,NHS Highland,Highland,County Community Hospital Invergordon,Minor Injury Unit or Other,148,NA,147,NA,NA,NA,NA,NA,NA,NA,NA,271838,869426,0.9932432432432432,NA
2011-04,2011,April,Scotland,H224H,NHS Highland,Argyll and Bute,Mid-Argyll Community Hospital and Integrated Care Centre,Minor Injury Unit or Other,320,NA,318,NA,NA,NA,NA,NA,NA,NA,NA,187170,688509,0.99375,NA
2011-04,2011,April,Scotland,H227B,NHS Highland,NA,NA,Minor Injury Unit or Other,150,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2011-04,2011,April,Scotland,L106H,NHS Lanarkshire,North Lanarkshire,University Hospital Monklands,Emergency Department,5658,5658,5225,5225,1416,7,3834,192,209,26,4,274962,665442,0.9234711912336515,0.9234711912336515
2011-04,2011,April,Scotland,L206H,NHS Lanarkshire,South Lanarkshire,Kello Hospital,Minor Injury Unit or Other,54,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,304351,637599,1,NA
2011-04,2011,April,Scotland,L206H,NHS Lanarkshire,South Lanarkshire,Kello Hospital,Minor Injury Unit or Other,54,NA,54,NA,NA,NA,NA,NA,NA,NA,NA,304351,637599,1,NA
2011-04,2011,April,Scotland,L207H,NHS Lanarkshire,South Lanarkshire,Lady Home Cottage Hospital,Minor Injury Unit or Other,91,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,284094,630932,1,NA
2011-04,2011,April,Scotland,L207H,NHS Lanarkshire,South Lanarkshire,Lady Home Cottage Hospital,Minor Injury Unit or Other,91,NA,91,NA,NA,NA,NA,NA,NA,NA,NA,284094,630932,1,NA
2011-04,2011,April,Scotland,L302H,NHS Lanarkshire,South Lanarkshire,University Hospital Hairmyres,Emergency Department,4910,4910,4589,4589,1125,11,3459,167,148,35,10,260668,654078,0.9346232179226069,0.9346232179226069
2011-04,2011,April,Scotland,L302H,NHS Lanarkshire,South Lanarkshire,University Hospital Hairmyres,Emergency Department,4910,4910,4589,4589,1125,11,3459,167,148,35,10,260668,654078,0.9346232179226069,0.9346232179226069
2011-04,2011,April,Scotland,L308H,NHS Lanarkshire,North Lanarkshire,University Hospital Wishaw,Emergency Department,5578,5578,5214,5214,1087,6,4139,230,116,20,3,278294,655081,0.9347436357117246,0.9347436357117246
2011-04,2011,April,Scotland,S102H,NHS Lothian,East Lothian,Belhaven Hospital,Minor Injury Unit or Other,20,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,366560,678231,1,NA
2011-04,2011,April,Scotland,S108H,NHS Lothian,East Lothian,Edington Cottage Hospital,Minor Injury Unit or Other,150,NA,150,NA,NA,NA,NA,NA,NA,NA,NA,355361,684972,1,NA
2011-04,2011,April,Scotland,S116H,NHS Lothian,Edinburgh,Western General Hospital,Minor Injury Unit or Other,3231,3231,3133,3133,1122,1,2075,33,0,5,0,323004,674999,0.9696688331785824,0.9696688331785824
2011-04,2011,April,Scotland,S308H,NHS Lothian,West Lothian,St John's Hospital,Emergency Department,4419,4419,4298,4298,996,4,3262,157,0,18,2,305077,667692,0.9726182394206834,0.9726182394206834
2011-04,2011,April,Scotland,S314H,NHS Lothian,Edinburgh,Royal Infirmary of Edinburgh at Little France,Emergency Department,9187,9187,8793,8793,2735,17,5990,445,0,14,0,327699,669148,0.9571133122891041,0.9571133122891041
2011-04,2011,April,Scotland,S319H,NHS Lothian,Edinburgh,Royal Hospital for Children and Young People,Emergency Department,3527,3527,3507,3507,452,0,3074,1,0,1,0,NA,NA,0.9943294584632832,0.9943294584632832
2011-04,2011,April,Scotland,R103H,NHS Orkney,Orkney Islands,The Balfour,Minor Injury Unit or Other,262,NA,260,NA,NA,NA,NA,NA,NA,NA,NA,344590,1010016,0.9923664122137404,NA
2011-04,2011,April,Scotland,Z102H,NHS Shetland,Shetland Islands,Gilbert Bain Hospital,Emergency Department,729,729,726,726,189,1,484,3,52,1,0,446981,1141029,0.9958847736625515,0.9958847736625515
2011-04,2011,April,Scotland,T101H,NHS Tayside,Dundee City,Ninewells Hospital,Emergency Department,4302,4302,4196,4196,964,16,3096,223,3,3,0,339005.12,730389.6,0.9753602975360297,0.9753602975360297
2011-04,2011,April,Scotland,T101H,NHS Tayside,Dundee City,Ninewells Hospital,Emergency Department,4302,4302,4196,4196,964,16,3096,223,3,3,0,339005.12,730389.6,0.9753602975360297,0.9753602975360297
2011-04,2011,April,Scotland,T202H,NHS Tayside,Perth and Kinross,Perth Royal Infirmary,Emergency Department,2232,2232,2208,2208,304,0,1562,293,73,0,0,310411,723623,0.989247311827957,0.989247311827957
2011-04,2011,April,Scotland,T205H,NHS Tayside,Perth and Kinross,St Margaret's Hospital,Minor Injury Unit or Other,26,26,26,26,0,0,21,5,0,0,0,293688,712587,1,1
2011-04,2011,April,Scotland,T207H,NHS Tayside,Perth and Kinross,Aberfeldy Cottage Hospital,Minor Injury Unit or Other,23,23,23,23,0,0,17,6,0,0,0,285932,748951,1,1
2011-04,2011,April,Scotland,T209H,NHS Tayside,Perth and Kinross,Blairgowrie & Rattray Cottage Hospital,Minor Injury Unit or Other,321,321,321,321,0,0,295,22,4,0,0,317409,744585.83,1,1
2011-04,2011,April,Scotland,T304H,NHS Tayside,Angus,Arbroath Infirmary,Minor Injury Unit or Other,1400,1400,1399,1399,0,0,1114,208,78,0,0,363406,740444,0.9992857142857143,0.9992857142857143
2011-04,2011,April,Scotland,T304H,NHS Tayside,Angus,Arbroath Infirmary,Minor Injury Unit or Other,1400,1400,1399,1399,0,0,1114,208,78,0,0,363406,740444,0.9992857142857143,0.9992857142857143
2011-04,2011,April,Scotland,T305H,NHS Tayside,Angus,Brechin Infirmary,Minor Injury Unit or Other,306,306,306,306,0,0,264,31,11,0,0,360207,760462,1,1
2011-04,2011,April,Scotland,T305H,NHS Tayside,Angus,Brechin Infirmary,Minor Injury Unit or Other,306,306,306,306,0,0,264,31,11,0,0,360207,760462,1,1
2011-04,2011,April,Scotland,T316H,NHS Tayside,Perth and Kinross,Crieff Community Hospital,Minor Injury Unit or Other,232,232,232,232,0,0,178,46,8,0,0,286317.24,721263.23,1,1
2011-04,2011,April,Scotland,T319H,NHS Tayside,Angus,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,750,750,749,749,0,0,685,39,26,0,0,346619,751376,0.9986666666666667,0.9986666666666667
2011-04,2011,April,Scotland,T319H,NHS Tayside,Angus,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,750,750,749,749,0,0,685,39,26,0,0,346619,751376,0.9986666666666667,0.9986666666666667
2011-04,2011,April,Scotland,T320H,NHS Tayside,Perth and Kinross,Pitlochry Community Hospital,Minor Injury Unit or Other,183,183,183,183,0,0,152,27,4,0,0,293727,757986,1,1
2011-04,2011,April,Scotland,T357C,NHS Tayside,NA,NA,Minor Injury Unit or Other,726,726,725,725,0,0,641,44,41,0,0,NA,NA,0.9986225895316805,0.9986225895316805
2011-04,2011,April,Scotland,W106H,NHS Western Isles,Western Isles,St Brendans Cot Hospital,Minor Injury Unit or Other,49,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,65926,797989,1,NA
2011-04,2011,April,Scotland,W107H,NHS Western Isles,Western Isles,Western Isles Hospital,Emergency Department,536,536,519,519,137,0,389,9,1,1,0,142692,934195,0.9682835820895522,0.9682835820895522
2011-04,2011,April,Scotland,W108H,NHS Western Isles,Western Isles,Uist & Barra Hospital,Minor Injury Unit or Other,119,NA,119,NA,NA,NA,NA,NA,NA,NA,NA,77740,855235,1,NA
2011-05,2011,May,Scotland,A101H,NHS Ayrshire and Arran,North Ayrshire,Arran War Memorial Hospital,Minor Injury Unit or Other,217,NA,217,NA,NA,NA,NA,NA,NA,NA,NA,203533,632121,1,NA
2011-05,2011,May,Scotland,A110H,NHS Ayrshire and Arran,North Ayrshire,Lady Margaret Hospital,Minor Injury Unit or Other,55,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,216713,655863,1,NA
2011-05,2011,May,Scotland,A111H,NHS Ayrshire and Arran,East Ayrshire,University Hospital Crosshouse,Emergency Department,6141,6141,5932,5932,2361,5,3335,182,258,4,0,240159.8,638520.4,0.9659664549747599,0.9659664549747599
2011-05,2011,May,Scotland,A210H,NHS Ayrshire and Arran,South Ayrshire,University Hospital Ayr,Emergency Department,3977,3977,3854,3854,1320,2,2449,137,69,2,1,235861,618224,0.9690721649484536,0.9690721649484536
2011-05,2011,May,Scotland,A216H,NHS Ayrshire and Arran,South Ayrshire,Girvan Community Hospital,Minor Injury Unit or Other,101,NA,101,NA,NA,NA,NA,NA,NA,NA,NA,219127,598598,1,NA
2011-05,2011,May,Scotland,B103H,NHS Borders,Scottish Borders,The Knoll Hospital,Minor Injury Unit or Other,33,NA,33,NA,NA,NA,NA,NA,NA,NA,NA,378679,653306,1,NA
2011-05,2011,May,Scotland,B105H,NHS Borders,Scottish Borders,Hawick Community  Hospital,Minor Injury Unit or Other,134,NA,134,NA,NA,NA,NA,NA,NA,NA,NA,349809,614689,1,NA
2011-05,2011,May,Scotland,B114H,NHS Borders,Scottish Borders,Kelso Hospital,Minor Injury Unit or Other,29,NA,29,NA,NA,NA,NA,NA,NA,NA,NA,372790,634491,1,NA
2011-05,2011,May,Scotland,B118H,NHS Borders,Scottish Borders,Hay Lodge Hospital,Minor Injury Unit or Other,83,NA,83,NA,NA,NA,NA,NA,NA,NA,NA,324699,640483,1,NA
2011-05,2011,May,Scotland,B120H,NHS Borders,Scottish Borders,Borders General Hospital,Emergency Department,2070,2070,2018,2018,656,1,918,464,31,0,0,353342,633789,0.9748792270531401,0.9748792270531401
2011-05,2011,May,Scotland,Y101H,NHS Dumfries and Galloway,Dumfries and Galloway,Castle Douglas Community Hospital,Minor Injury Unit or Other,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,276781,562189,1,NA
2011-05,2011,May,Scotland,Y106H,NHS Dumfries and Galloway,Dumfries and Galloway,Kirkcudbright Cottage Hospital,Minor Injury Unit or Other,50,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,268392,550781,1,NA
2011-05,2011,May,Scotland,Y109H,NHS Dumfries and Galloway,Dumfries and Galloway,Moffat Community Hospital,Minor Injury Unit or Other,7,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,309357,605079,1,NA
2011-05,2011,May,Scotland,Y110H,NHS Dumfries and Galloway,Dumfries and Galloway,Newton Stewart Hospital,Minor Injury Unit or Other,39,NA,39,NA,NA,NA,NA,NA,NA,NA,NA,240517,564668,1,NA
2011-05,2011,May,Scotland,Y144H,NHS Dumfries and Galloway,Dumfries and Galloway,Galloway Community Hospital,Emergency Department,949,949,924,924,103,1,833,12,0,3,1,206341,560236,0.9736564805057956,0.9736564805057956
2011-05,2011,May,Scotland,Y146H,NHS Dumfries and Galloway,Dumfries and Galloway,Dumfries & Galloway Royal Infirmary,Emergency Department,2995,2995,2847,2847,927,2,1967,99,0,1,0,294130,575081,0.9505843071786311,0.9505843071786311
2011-05,2011,May,Scotland,F704H,NHS Fife,Fife,Victoria Hospital,Emergency Department,2886,2886,2802,2802,265,2,2318,141,160,4,0,327977,693093,0.9708939708939709,0.9708939708939709
2011-05,2011,May,Scotland,F708H,NHS Fife,Fife,Adamson Hospital,Minor Injury Unit or Other,126,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,337144,715124,1,NA
2011-05,2011,May,Scotland,F709H,NHS Fife,Fife,St Andrews Community Hospital,Minor Injury Unit or Other,451,NA,451,NA,NA,NA,NA,NA,NA,NA,NA,350283,715321,1,NA
2011-05,2011,May,Scotland,F805H,NHS Fife,Fife,Queen Margaret Hospital,Emergency Department,4497,4497,4012,4012,947,4,3297,199,50,109,34,311292,688640,0.8921503224371803,0.8921503224371803
2011-05,2011,May,Scotland,V102H,NHS Forth Valley,Falkirk,Falkirk Community Hospital,Minor Injury Unit or Other,1588,1588,1588,1588,0,0,1409,88,91,0,0,288174,679767,1,1
2011-05,2011,May,Scotland,V201H,NHS Forth Valley,Clackmannanshire and Stirling,Stirling Community Hospital,Emergency Department,5108,5108,4764,4764,1319,14,3490,152,133,2,0,279698,692139,0.93265465935787,0.93265465935787
2011-05,2011,May,Scotland,N101H,NHS Grampian,Aberdeen City,Aberdeen Royal Infirmary,Emergency Department,5699,5699,5575,5575,1338,12,4211,87,51,8,3,391789,807053,0.9782417968064573,0.9782417968064573
2011-05,2011,May,Scotland,N121H,NHS Grampian,Aberdeen City,Royal Aberdeen Children's Hospital,Emergency Department,1713,1713,1701,1701,395,1,1315,2,0,1,0,391919,806977,0.9929947460595446,0.9929947460595446
2011-05,2011,May,Scotland,N151H,NHS Grampian,Aberdeenshire,Aboyne Hospital,Minor Injury Unit or Other,106,NA,106,NA,NA,NA,NA,NA,NA,NA,NA,353599.9,798620.3,1,NA
2011-05,2011,May,Scotland,N331H,NHS Grampian,Aberdeenshire,Inverurie Hospital,Minor Injury Unit or Other,35,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,377208.2,820724.1,1,NA
2011-05,2011,May,Scotland,N332H,NHS Grampian,Aberdeenshire,Insch & District War Memorial Hosp.,Minor Injury Unit or Other,51,NA,51,NA,NA,NA,NA,NA,NA,NA,NA,363140.5,827937.2,1,NA
2011-05,2011,May,Scotland,N333H,NHS Grampian,Aberdeenshire,Peterhead Community Hospital,Minor Injury Unit or Other,1172,NA,1170,NA,NA,NA,NA,NA,NA,NA,NA,412467,845814,0.9982935153583617,NA
2011-05,2011,May,Scotland,N334H,NHS Grampian,Aberdeenshire,Fraserburgh Hospital,Minor Injury Unit or Other,807,NA,807,NA,NA,NA,NA,NA,NA,NA,NA,398932,866421,1,NA
2011-05,2011,May,Scotland,N335H,NHS Grampian,Aberdeenshire,Jubilee Hospital,Minor Injury Unit or Other,298,NA,298,NA,NA,NA,NA,NA,NA,NA,NA,352657.9,839486.1,1,NA
2011-05,2011,May,Scotland,N336H,NHS Grampian,Aberdeenshire,Turriff Cottage Hospital,Minor Injury Unit or Other,186,NA,186,NA,NA,NA,NA,NA,NA,NA,NA,373102.8,849752.7,1,NA
2011-05,2011,May,Scotland,N337H,NHS Grampian,Aberdeenshire,Chalmers Hospital,Minor Injury Unit or Other,399,NA,399,NA,NA,NA,NA,NA,NA,NA,NA,368817.4,864465.9,1,NA
2011-05,2011,May,Scotland,N411H,NHS Grampian,Moray,Dr Gray's Hospital,Emergency Department,2175,2175,2073,2073,464,5,1660,19,27,4,0,320593,862526,0.953103448275862,0.953103448275862
2011-05,2011,May,Scotland,N431H,NHS Grampian,Moray,Seafield Hospital,Minor Injury Unit or Other,93,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,341530,864641,1,NA
2011-05,2011,May,Scotland,N432H,NHS Grampian,Moray,Stephen Cottage Hospital,Minor Injury Unit or Other,43,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,332615,840044,1,NA
2011-05,2011,May,Scotland,N433H,NHS Grampian,Moray,Turner Memorial Hospital,Minor Injury Unit or Other,64,NA,64,NA,NA,NA,NA,NA,NA,NA,NA,342894.03,850604.07,1,NA
2011-05,2011,May,Scotland,N434H,NHS Grampian,Moray,Leanchoil Hospital,Minor Injury Unit or Other,41,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,305635,857990,1,NA
2011-05,2011,May,Scotland,N451H,NHS Grampian,Moray,Fleming Cottage Hospital,Minor Injury Unit or Other,30,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,326704,842816,1,NA
2011-05,2011,May,Scotland,N494H,NHS Grampian,Aberdeenshire,Kincardine Community Hospital,Minor Injury Unit or Other,131,131,131,131,0,1,106,23,1,0,0,386065.6,786460.5,1,1
2011-05,2011,May,Scotland,C206H,NHS Greater Glasgow and Clyde,West Dunbartonshire,Vale of Leven General Hospital,Minor Injury Unit or Other,1281,1281,1268,1268,9,0,0,11,1261,1,0,238439,680824,0.9898516783762685,0.9898516783762685
2011-05,2011,May,Scotland,C206H,NHS Greater Glasgow and Clyde,West Dunbartonshire,Vale of Leven General Hospital,Minor Injury Unit or Other,1281,1281,1268,1268,9,0,0,11,1261,1,0,238439,680824,0.9898516783762685,0.9898516783762685
2011-05,2011,May,Scotland,C313H,NHS Greater Glasgow and Clyde,Inverclyde,Inverclyde Royal Hospital,Emergency Department,3069,3069,2928,2928,0,0,0,15,3054,3,0,224623.63,675929.12,0.9540566959921799,0.9540566959921799
2011-05,2011,May,Scotland,C313H,NHS Greater Glasgow and Clyde,Inverclyde,Inverclyde Royal Hospital,Emergency Department,3069,3069,2928,2928,0,0,0,15,3054,3,0,224623.63,675929.12,0.9540566959921799,0.9540566959921799
2011-05,2011,May,Scotland,C418H,NHS Greater Glasgow and Clyde,Renfrewshire,Royal Alexandra Hospital,Emergency Department,6392,6392,5947,5947,780,0,0,72,5540,15,1,247423,662910,0.9303817271589487,0.9303817271589487
2011-05,2011,May,Scotland,C418H,NHS Greater Glasgow and Clyde,Renfrewshire,Royal Alexandra Hospital,Emergency Department,6392,6392,5947,5947,780,0,0,72,5540,15,1,247423,662910,0.9303817271589487,0.9303817271589487
2011-05,2011,May,Scotland,G107H,NHS Greater Glasgow and Clyde,Glasgow City,Glasgow Royal Infirmary,Emergency Department,7392,7392,7053,7053,1868,8,4969,154,393,8,0,260185,665688,0.9541396103896104,0.9541396103896104
2011-05,2011,May,Scotland,G207H,NHS Greater Glasgow and Clyde,Glasgow City,Stobhill Hospital,Minor Injury Unit or Other,1372,1372,1372,1372,9,0,1249,12,102,0,0,261277,668868,1,1
2011-05,2011,May,Scotland,G306H,NHS Greater Glasgow and Clyde,Glasgow City,New Victoria Hospital,Minor Injury Unit or Other,1603,1603,1603,1603,0,1,1571,2,29,0,0,258200,661808,1,1
2011-05,2011,May,Scotland,G306H,NHS Greater Glasgow and Clyde,Glasgow City,New Victoria Hospital,Emergency Department,5264,5264,4974,4974,1560,3,3484,116,101,19,0,258200,661808,0.9449088145896657,0.9449088145896657
2011-05,2011,May,Scotland,G405H,NHS Greater Glasgow and Clyde,Glasgow City,Queen Elizabeth University Hospital,Emergency Department,4297,4297,4083,4083,1108,4,2998,87,100,2,0,253769,665746,0.9501978124272749,0.9501978124272749
2011-05,2011,May,Scotland,G513H,NHS Greater Glasgow and Clyde,Glasgow City,Royal Hospital for Children,Emergency Department,3795,3795,3690,3690,523,0,3259,2,11,1,0,253655,665616,0.9723320158102767,0.9723320158102767
2011-05,2011,May,Scotland,G516H,NHS Greater Glasgow and Clyde,Glasgow City,West Glasgow,Emergency Department,5173,5173,4735,4735,1488,11,3204,155,315,27,0,255434,667982,0.9153295959791223,0.9153295959791223
2011-05,2011,May,Scotland,C106H,NHS Highland,Argyll and Bute,Cowal Community Hospital,Minor Injury Unit or Other,562,NA,561,NA,NA,NA,NA,NA,NA,NA,NA,217324,677908,0.998220640569395,NA
2011-05,2011,May,Scotland,C108H,NHS Highland,Argyll and Bute,Islay Hospital,Minor Injury Unit or Other,97,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,131615,659676,0.979381443298969,NA
2011-05,2011,May,Scotland,C113H,NHS Highland,Argyll and Bute,Victoria Hospital,Minor Injury Unit or Other,352,NA,345,NA,NA,NA,NA,NA,NA,NA,NA,208723,663909,0.9801136363636364,NA
2011-05,2011,May,Scotland,C117J,NHS Highland,NA,NA,Minor Injury Unit or Other,96,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.96875,NA
2011-05,2011,May,Scotland,C121H,NHS Highland,Argyll and Bute,Lorn & Islands Hospital,Emergency Department,532,NA,525,NA,NA,NA,NA,NA,NA,NA,NA,185665,728549,0.9868421052631579,NA
2011-05,2011,May,Scotland,C122H,NHS Highland,Argyll and Bute,Campbeltown Hospital,Minor Injury Unit or Other,444,NA,436,NA,NA,NA,NA,NA,NA,NA,NA,172003,619995,0.9819819819819819,NA
2011-05,2011,May,Scotland,H101H,NHS Highland,Highland,Dunbar Hospital,Minor Injury Unit or Other,213,NA,212,NA,NA,NA,NA,NA,NA,NA,NA,310580,967264,0.9953051643192489,NA
2011-05,2011,May,Scotland,H103H,NHS Highland,Highland,Caithness General Hospital,Emergency Department,540,540,537,537,159,2,378,1,0,0,0,336130,950861,0.9944444444444445,0.9944444444444445
2011-05,2011,May,Scotland,H106H,NHS Highland,Highland,Lawson Memorial Hospital,Minor Injury Unit or Other,33,NA,32,NA,NA,NA,NA,NA,NA,NA,NA,282528,899920,0.9696969696969697,NA
2011-05,2011,May,Scotland,H202H,NHS Highland,Highland,Raigmore Hospital,Emergency Department,2878,2878,2825,2825,541,7,2330,0,0,4,0,268618,844740,0.9815844336344683,0.9815844336344683
2011-05,2011,May,Scotland,H208H,NHS Highland,Highland,Nairn Town and County Hospital,Minor Injury Unit or Other,319,NA,319,NA,NA,NA,NA,NA,NA,NA,NA,288120,855775,1,NA
2011-05,2011,May,Scotland,H210H,NHS Highland,Highland,Ian Charles Community Hospital,Minor Injury Unit or Other,95,NA,95,NA,NA,NA,NA,NA,NA,NA,NA,303534,828518,1,NA
2011-05,2011,May,Scotland,H212H,NHS Highland,Highland,Belford Hospital,Emergency Department,895,895,878,878,125,0,768,2,0,1,0,210613,774069,0.9810055865921787,0.9810055865921787
2011-05,2011,May,Scotland,H214H,NHS Highland,Highland,Mackinnon Memorial Hospital,Minor Injury Unit or Other,386,NA,386,NA,NA,NA,NA,NA,NA,NA,NA,164000,823875,1,NA
2011-05,2011,May,Scotland,H215H,NHS Highland,Highland,Portree Hospital,Minor Injury Unit or Other,252,NA,252,NA,NA,NA,NA,NA,NA,NA,NA,148283,843314,1,NA
2011-05,2011,May,Scotland,H217H,NHS Highland,Highland,Ross Memorial Hospital,Minor Injury Unit or Other,182,NA,182,NA,NA,NA,NA,NA,NA,NA,NA,255614,858620,1,NA
2011-05,2011,May,Scotland,H219H,NHS Highland,Highland,County Community Hospital Invergordon,Minor Injury Unit or Other,183,NA,183,NA,NA,NA,NA,NA,NA,NA,NA,271838,869426,1,NA
2011-05,2011,May,Scotland,H224H,NHS Highland,Argyll and Bute,Mid-Argyll Community Hospital and Integrated Care Centre,Minor Injury Unit or Other,306,NA,306,NA,NA,NA,NA,NA,NA,NA,NA,187170,688509,1,NA
2011-05,2011,May,Scotland,H227B,NHS Highland,NA,NA,Minor Injury Unit or Other,196,NA,196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
